Timestamp;brightness;humidity;tds;temperature
2023-06-18 14:30:59;930.0;79.0;9.0;33.2
2023-06-18 14:31:09;931.0;79.0;10.0;33.2
2023-06-18 14:31:19;922.0;79.0;11.0;33.2
2023-06-18 14:32:08;933.0;77.0;0.0;33.3
2023-06-18 14:32:15;931.0;77.0;378.0;33.3
2023-06-18 14:34:18;938.0;76.0;376.0;33.6
2023-06-18 14:34:25;900.0;76.0;380.0;33.5
2023-06-18 14:34:35;902.0;76.0;381.0;33.6
2023-06-18 14:34:45;902.0;76.0;380.0;33.7
2023-06-18 14:34:56;902.0;76.0;380.0;33.6
2023-06-18 14:35:06;902.0;76.0;380.0;33.6
2023-06-18 14:35:16;903.0;76.0;381.0;33.6
2023-06-18 14:35:26;903.0;76.0;382.0;33.7
2023-06-18 14:35:36;902.0;76.0;381.0;33.7
2023-06-18 14:35:46;903.0;76.0;382.0;33.6
2023-06-18 14:35:56;904.0;76.0;382.0;33.6
2023-06-18 14:36:06;902.0;76.0;383.0;33.6
2023-06-18 14:36:16;891.0;75.0;383.0;33.6
2023-06-18 14:36:26;721.0;76.0;382.0;33.6
2023-06-18 14:45:08;727.0;79.0;370.0;33.0
2023-06-18 14:45:18;725.0;79.0;370.0;33.0
2023-06-18 14:45:28;722.0;79.0;370.0;33.0
2023-06-18 14:45:39;724.0;79.0;370.0;33.0
2023-06-18 14:45:49;720.0;78.0;370.0;33.0
2023-06-18 14:45:59;725.0;78.0;370.0;33.0
2023-06-18 14:46:09;725.0;78.0;371.0;33.0
2023-06-18 14:46:19;722.0;78.0;369.0;33.0
2023-06-18 14:46:29;720.0;78.0;369.0;33.0
2023-06-18 14:46:39;720.0;78.0;370.0;33.0
2023-06-18 14:46:49;722.0;79.0;370.0;33.0
2023-06-18 14:46:59;722.0;79.0;369.0;33.0
2023-06-18 14:47:09;719.0;79.0;370.0;33.0
2023-06-18 14:47:19;719.0;79.0;369.0;33.0
2023-06-18 14:47:29;717.0;79.0;369.0;33.0
2023-06-18 14:47:39;683.0;79.0;369.0;33.0
2023-06-18 14:47:49;501.0;79.0;369.0;33.0
2023-06-18 14:47:59;490.0;79.0;370.0;33.0
2023-06-18 14:52:21;390.0;78.0;377.0;32.9
2023-06-18 14:52:31;387.0;78.0;377.0;32.9
2023-06-18 14:52:41;391.0;78.0;377.0;32.9
2023-06-18 14:52:51;388.0;78.0;376.0;32.9
2023-06-18 15:00:23;413.0;75.0;399.0;32.7
2023-06-18 15:00:33;419.0;75.0;391.0;32.7
2023-06-18 15:00:43;420.0;78.0;391.0;32.7
2023-06-18 15:00:53;421.0;78.0;398.0;32.7
2023-06-18 15:01:03;430.0;75.0;393.0;32.7
2023-06-18 15:01:13;429.0;78.0;394.0;32.7
2023-06-18 15:01:23;434.0;78.0;401.0;32.6
2023-06-18 15:27:20;456.0;77.0;390.0;32.5
2023-06-18 15:27:30;457.0;80.0;389.0;32.5
2023-06-18 15:27:40;457.0;80.0;389.0;32.5
2023-06-18 15:27:50;454.0;80.0;389.0;32.5
2023-06-18 15:28:01;453.0;80.0;389.0;32.5
2023-06-18 15:28:11;453.0;80.0;388.0;32.5
2023-06-18 15:28:21;452.0;80.0;390.0;32.5
2023-06-18 15:28:33;451.0;80.0;389.0;32.5
2023-06-18 15:28:41;452.0;80.0;390.0;32.5
2023-06-18 15:28:52;451.0;80.0;388.0;32.5
2023-06-18 15:29:02;451.0;80.0;388.0;32.5
2023-06-18 15:29:11;452.0;80.0;389.0;32.5
2023-06-18 15:29:21;458.0;80.0;388.0;32.5
2023-06-18 15:29:31;468.0;80.0;390.0;32.4
2023-06-18 15:29:41;475.0;80.0;388.0;32.5
2023-06-18 15:29:51;479.0;80.0;388.0;32.5
2023-06-18 15:30:01;501.0;80.0;388.0;32.4
2023-06-18 15:30:11;570.0;80.0;389.0;32.5
2023-06-18 15:30:21;581.0;80.0;389.0;32.3
2023-06-18 15:30:31;555.0;80.0;390.0;32.4
2023-06-18 15:30:41;497.0;80.0;389.0;32.4
2023-06-18 15:30:51;475.0;80.0;390.0;32.3
2023-06-18 15:31:01;465.0;79.0;388.0;32.4
2023-06-18 15:31:11;459.0;80.0;388.0;32.4
2023-06-18 15:31:21;454.0;79.0;389.0;32.4
2023-06-18 15:31:32;450.0;80.0;389.0;32.3
2023-06-18 15:31:42;447.0;80.0;387.0;32.4
2023-06-18 15:31:52;443.0;80.0;388.0;32.4
2023-06-18 15:32:02;441.0;80.0;388.0;32.2
2023-06-18 15:32:12;440.0;80.0;387.0;32.4
2023-06-18 15:32:22;438.0;79.0;389.0;32.3
2023-06-18 15:32:32;438.0;80.0;388.0;32.4
2023-06-18 15:32:44;436.0;79.0;388.0;32.4
2023-06-18 15:32:52;434.0;80.0;388.0;32.4
2023-06-18 15:33:02;432.0;79.0;388.0;32.3
2023-06-18 15:33:12;432.0;79.0;389.0;32.3
2023-06-18 15:33:22;430.0;79.0;387.0;32.3
2023-06-18 15:33:32;429.0;79.0;386.0;32.3
2023-06-18 15:33:42;429.0;80.0;387.0;32.3
2023-06-18 15:33:52;429.0;79.0;387.0;32.3
2023-06-18 15:34:02;428.0;79.0;387.0;32.3
2023-06-18 15:34:12;426.0;79.0;383.0;32.3
2023-06-18 15:41:44;430.0;79.0;395.0;32.2
2023-06-18 15:41:55;430.0;79.0;396.0;32.2
2023-06-18 15:42:05;431.0;79.0;396.0;32.3
2023-06-18 15:49:37;491.0;80.0;394.0;32.2
2023-06-18 15:49:47;494.0;80.0;394.0;32.2
2023-06-18 15:49:57;495.0;80.0;395.0;32.2
2023-06-18 15:50:07;498.0;80.0;396.0;32.2
2023-06-18 15:50:20;500.0;80.0;394.0;32.4
2023-06-18 15:57:49;571.0;81.0;399.0;32.2
2023-06-18 15:57:59;571.0;81.0;398.0;32.2
2023-06-18 15:58:09;572.0;81.0;398.0;32.2
2023-06-18 15:58:19;573.0;81.0;398.0;32.2
2023-06-18 15:58:29;574.0;81.0;397.0;32.2
2023-06-18 15:58:39;575.0;81.0;396.0;32.2
2023-06-18 16:02:30;582.0;82.0;401.0;32.2
2023-06-18 16:02:40;571.0;82.0;399.0;32.3
2023-06-18 16:02:50;563.0;82.0;396.0;32.3
2023-06-18 16:03:00;561.0;82.0;397.0;32.3
2023-06-18 16:03:10;564.0;82.0;396.0;32.3
2023-06-18 16:03:20;565.0;82.0;397.0;32.3
2023-06-18 16:03:31;565.0;82.0;395.0;32.3
2023-06-18 16:03:41;564.0;82.0;393.0;32.2
2023-06-18 16:03:51;566.0;82.0;396.0;32.2
2023-06-18 16:04:01;570.0;82.0;395.0;32.3
2023-06-18 16:04:11;583.0;82.0;393.0;32.2
2023-06-18 16:04:21;596.0;82.0;393.0;32.2
2023-06-18 16:04:31;602.0;82.0;395.0;32.3
2023-06-18 16:04:41;599.0;82.0;393.0;32.2
2023-06-18 16:04:51;588.0;82.0;395.0;32.2
2023-06-18 16:05:01;580.0;82.0;395.0;32.3
2023-06-18 16:09:22;619.0;82.0;393.0;32.3
2023-06-18 16:09:32;612.0;82.0;393.0;32.3
2023-06-18 16:09:42;607.0;82.0;393.0;32.3
2023-06-18 16:09:52;606.0;82.0;393.0;32.3
2023-06-18 16:10:02;603.0;82.0;392.0;32.3
2023-06-18 16:10:12;599.0;82.0;393.0;32.3
2023-06-18 16:10:22;593.0;82.0;392.0;32.4
2023-06-18 16:10:33;583.0;83.0;391.0;32.3
2023-06-18 16:10:43;574.0;83.0;391.0;32.3
2023-06-18 16:10:53;568.0;83.0;392.0;32.3
2023-06-18 16:11:03;570.0;83.0;390.0;32.3
2023-06-18 16:11:13;575.0;83.0;392.0;32.3
2023-06-18 16:11:23;581.0;83.0;392.0;32.3
2023-06-18 16:11:33;587.0;83.0;389.0;32.3
2023-06-18 16:11:43;602.0;83.0;390.0;32.3
2023-06-18 16:11:53;616.0;83.0;391.0;32.3
2023-06-18 16:12:03;616.0;83.0;391.0;32.2
2023-06-18 16:18:35;535.0;82.0;397.0;32.3
2023-06-18 16:18:45;530.0;82.0;397.0;32.2
2023-06-18 16:18:55;526.0;82.0;395.0;32.2
2023-06-18 16:19:05;523.0;82.0;397.0;32.3
2023-06-18 16:19:15;521.0;82.0;394.0;32.2
2023-06-18 16:19:25;520.0;82.0;396.0;32.2
2023-06-18 16:25:57;516.0;81.0;400.0;32.4
2023-06-18 16:26:07;512.0;81.0;402.0;32.3
2023-06-18 16:26:17;508.0;81.0;400.0;32.3
2023-06-18 16:26:27;503.0;81.0;400.0;32.3
2023-06-18 16:26:37;500.0;81.0;400.0;32.3
2023-06-18 16:26:47;499.0;81.0;398.0;32.3
2023-06-18 16:26:57;500.0;81.0;398.0;32.2
2023-06-18 16:31:18;606.0;80.0;399.0;32.3
2023-06-18 16:31:29;610.0;80.0;398.0;32.3
2023-06-18 16:31:39;613.0;81.0;398.0;32.3
2023-06-18 16:31:49;619.0;81.0;398.0;32.3
2023-06-18 16:31:59;625.0;80.0;398.0;32.4
2023-06-18 16:32:09;633.0;80.0;397.0;32.3
2023-06-18 16:32:19;646.0;80.0;402.0;32.3
2023-06-18 16:32:29;654.0;80.0;398.0;32.3
2023-06-18 16:32:39;661.0;80.0;396.0;32.4
2023-06-18 16:32:49;665.0;80.0;396.0;32.4
2023-06-18 16:32:59;669.0;80.0;395.0;32.4
2023-06-18 16:33:09;673.0;80.0;396.0;32.4
2023-06-18 16:41:48;517.0;79.0;397.0;32.6
2023-06-18 16:41:58;502.0;79.0;400.0;32.5
2023-06-18 16:49:30;402.0;80.0;402.0;32.5
2023-06-18 16:49:40;402.0;81.0;400.0;32.5
2023-06-18 16:56:15;387.0;79.0;400.0;32.2
2023-06-18 16:56:22;388.0;81.0;402.0;32.3
2023-06-18 16:56:32;385.0;81.0;400.0;32.3
2023-06-18 16:56:42;386.0;81.0;400.0;32.4
2023-06-18 17:02:03;388.0;79.0;402.0;32.3
2023-06-18 17:02:13;386.0;79.0;400.0;32.3
2023-06-18 17:02:23;383.0;81.0;400.0;32.3
2023-06-18 17:02:33;385.0;81.0;399.0;32.3
2023-06-18 17:02:43;385.0;81.0;400.0;32.2
2023-06-18 17:09:15;387.0;81.0;404.0;32.2
2023-06-18 17:15:47;390.0;79.0;406.0;32.2
2023-06-18 17:15:57;393.0;79.0;406.0;32.2
2023-06-18 17:23:29;391.0;78.0;408.0;32.2
2023-06-18 17:23:39;393.0;78.0;410.0;32.3
2023-06-18 17:23:50;388.0;78.0;408.0;32.2
2023-06-18 17:24:00;388.0;78.0;406.0;32.2
2023-06-18 17:30:31;402.0;78.0;410.0;32.0
2023-06-18 17:30:41;393.0;78.0;411.0;32.0
2023-06-18 17:30:51;392.0;78.0;411.0;32.0
2023-06-18 17:31:01;391.0;78.0;408.0;32.0
2023-06-18 17:31:12;395.0;78.0;408.0;32.0
2023-06-18 17:31:22;394.0;78.0;411.0;32.0
2023-06-18 17:31:32;394.0;78.0;410.0;32.0
2023-06-18 17:31:42;393.0;78.0;409.0;32.0
2023-06-18 17:31:52;390.0;78.0;407.0;32.0
2023-06-18 17:32:02;389.0;78.0;407.0;32.1
2023-06-18 17:32:12;390.0;78.0;408.0;32.0
2023-06-18 17:32:22;390.0;78.0;406.0;32.0
2023-06-18 17:32:32;390.0;78.0;409.0;32.0
2023-06-18 17:39:04;389.0;78.0;407.0;31.9
2023-06-18 17:39:14;391.0;78.0;406.0;31.9
2023-06-18 17:39:24;391.0;78.0;406.0;31.9
2023-06-18 17:39:34;390.0;78.0;405.0;32.0
2023-06-18 17:39:44;389.0;78.0;404.0;31.9
2023-06-18 17:39:54;389.0;78.0;404.0;31.8
2023-06-18 17:40:04;390.0;78.0;405.0;31.9
2023-06-18 17:40:14;388.0;78.0;403.0;31.9
2023-06-18 17:40:24;388.0;78.0;403.0;31.8
2023-06-18 17:40:34;386.0;78.0;403.0;31.9
2023-06-18 17:40:44;385.0;78.0;401.0;31.9
2023-06-18 17:40:54;383.0;78.0;403.0;31.8
2023-06-18 17:41:04;387.0;78.0;402.0;31.9
2023-06-18 17:41:14;388.0;78.0;401.0;31.8
2023-06-18 17:41:25;387.0;78.0;404.0;31.8
2023-06-18 17:41:35;387.0;78.0;401.0;31.9
2023-06-18 17:41:45;387.0;78.0;398.0;31.9
2023-06-18 17:41:55;387.0;80.0;403.0;31.9
2023-06-18 17:42:05;388.0;78.0;402.0;31.9
2023-06-18 17:42:15;387.0;78.0;403.0;31.7
2023-06-18 17:42:25;386.0;78.0;401.0;31.9
2023-06-18 17:42:35;386.0;78.0;400.0;31.9
2023-06-18 17:42:45;386.0;78.0;401.0;31.8
2023-06-18 17:42:55;387.0;78.0;398.0;31.8
2023-06-18 17:43:05;387.0;81.0;400.0;31.8
2023-06-18 17:43:15;386.0;78.0;401.0;31.8
2023-06-18 17:43:25;385.0;78.0;400.0;31.8
2023-06-18 17:43:35;384.0;81.0;400.0;31.8
2023-06-18 17:43:45;386.0;81.0;400.0;31.8
2023-06-18 17:50:17;388.0;80.0;402.0;31.7
2023-06-18 17:50:27;387.0;78.0;402.0;31.6
2023-06-18 17:50:37;384.0;78.0;400.0;31.7
2023-06-18 17:50:47;385.0;80.0;401.0;31.7
2023-06-18 17:50:57;387.0;80.0;401.0;31.7
2023-06-18 17:51:07;386.0;80.0;402.0;31.7
2023-06-18 17:51:17;387.0;78.0;403.0;31.7
2023-06-18 17:51:31;386.0;78.0;403.0;31.7
2023-06-18 17:51:38;387.0;78.0;402.0;31.7
2023-06-18 17:51:48;386.0;78.0;402.0;31.7
2023-06-18 17:51:58;386.0;80.0;401.0;31.7
2023-06-18 17:52:08;386.0;78.0;401.0;31.7
2023-06-18 17:52:18;387.0;80.0;401.0;31.7
2023-06-18 17:52:28;387.0;80.0;401.0;31.7
2023-06-18 17:52:38;386.0;80.0;401.0;31.7
2023-06-18 17:52:48;386.0;80.0;398.0;31.7
2023-06-18 17:52:58;385.0;80.0;400.0;31.7
2023-06-18 17:53:08;385.0;80.0;401.0;31.6
2023-06-18 17:53:18;384.0;80.0;400.0;31.7
2023-06-18 17:53:28;386.0;80.0;401.0;31.7
2023-06-18 17:53:38;386.0;80.0;400.0;31.7
2023-06-18 17:53:48;385.0;80.0;400.0;31.7
2023-06-18 17:53:58;385.0;80.0;402.0;31.7
2023-06-18 17:54:08;384.0;78.0;400.0;31.6
2023-06-18 17:54:18;386.0;80.0;401.0;31.7
2023-06-18 17:54:28;385.0;80.0;401.0;31.7
2023-06-18 17:54:38;385.0;78.0;401.0;31.6
2023-06-18 17:54:48;386.0;80.0;401.0;31.7
2023-06-18 17:54:58;385.0;80.0;401.0;31.7
2023-06-18 17:55:08;386.0;80.0;402.0;31.6
2023-06-18 17:55:18;386.0;78.0;401.0;31.6
2023-06-18 17:55:29;386.0;80.0;401.0;31.6
2023-06-18 17:55:39;383.0;80.0;400.0;31.7
2023-06-18 17:55:49;386.0;80.0;401.0;31.7
2023-06-18 17:55:59;386.0;80.0;401.0;31.7
2023-06-18 17:56:09;386.0;80.0;401.0;31.7
2023-06-18 17:56:19;385.0;80.0;400.0;31.7
2023-06-18 17:56:29;384.0;80.0;401.0;31.7
2023-06-18 17:56:39;386.0;80.0;401.0;31.7
2023-06-18 17:56:49;385.0;78.0;401.0;31.7
2023-06-18 17:56:59;385.0;78.0;402.0;31.7
2023-06-18 17:57:09;385.0;78.0;400.0;31.6
2023-06-18 17:57:19;386.0;80.0;401.0;31.5
2023-06-18 17:57:29;384.0;80.0;402.0;31.7
2023-06-18 17:57:39;384.0;78.0;401.0;31.7
2023-06-18 17:57:49;385.0;80.0;399.0;31.6
2023-06-18 18:02:10;391.0;78.0;405.0;31.5
2023-06-18 18:02:20;391.0;78.0;407.0;31.5
2023-06-18 18:02:31;389.0;78.0;407.0;31.5
2023-06-18 18:02:41;391.0;78.0;405.0;31.5
2023-06-18 18:02:51;389.0;78.0;405.0;31.5
2023-06-18 18:03:01;389.0;78.0;400.0;31.5
2023-06-18 18:03:11;389.0;80.0;404.0;31.5
2023-06-18 18:03:21;379.0;78.0;398.0;31.6
2023-06-18 18:03:31;380.0;80.0;395.0;31.5
2023-06-18 18:03:41;381.0;80.0;396.0;31.6
2023-06-18 18:03:51;381.0;80.0;395.0;31.5
2023-06-18 18:12:34;389.0;78.0;410.0;31.5
2023-06-18 18:12:44;390.0;78.0;405.0;31.5
2023-06-18 18:12:54;388.0;78.0;405.0;31.4
2023-06-18 18:13:04;388.0;78.0;404.0;31.5
2023-06-18 18:13:14;388.0;78.0;405.0;31.4
2023-06-18 18:13:24;387.0;78.0;403.0;31.4
2023-06-18 18:13:34;385.0;78.0;404.0;31.5
2023-06-18 18:13:44;386.0;78.0;403.0;31.5
2023-06-18 18:13:54;386.0;78.0;402.0;31.5
2023-06-18 18:14:04;387.0;80.0;401.0;31.4
2023-06-18 18:14:14;386.0;78.0;403.0;31.4
2023-06-18 18:14:24;384.0;78.0;403.0;31.4
2023-06-18 18:14:34;388.0;78.0;405.0;31.5
2023-06-18 18:14:44;386.0;78.0;401.0;31.4
2023-06-18 18:14:55;384.0;80.0;402.0;31.4
2023-06-18 18:15:05;386.0;78.0;402.0;31.4
2023-06-18 18:15:15;386.0;80.0;401.0;31.5
2023-06-18 18:15:25;386.0;80.0;400.0;31.5
2023-06-18 18:15:35;384.0;80.0;401.0;31.4
2023-06-18 18:15:45;383.0;80.0;401.0;31.5
2023-06-18 18:15:55;384.0;80.0;398.0;31.4
2023-06-18 18:16:05;384.0;80.0;402.0;31.4
2023-06-18 18:16:15;382.0;78.0;405.0;31.5
2023-06-18 18:16:25;385.0;78.0;401.0;31.5
2023-06-18 18:16:35;384.0;80.0;401.0;31.5
2023-06-18 18:16:45;385.0;80.0;400.0;31.5
2023-06-18 18:16:55;386.0;80.0;401.0;31.5
2023-06-18 18:17:05;385.0;80.0;400.0;31.5
2023-06-18 18:17:15;385.0;80.0;398.0;31.5
2023-06-18 18:17:25;384.0;80.0;400.0;31.5
2023-06-18 18:17:35;385.0;80.0;400.0;31.5
2023-06-18 18:17:45;384.0;80.0;400.0;31.5
2023-06-18 18:17:55;383.0;80.0;401.0;31.4
2023-06-18 18:18:05;385.0;80.0;401.0;31.4
2023-06-18 18:18:15;387.0;80.0;403.0;31.4
2023-06-18 18:18:26;385.0;78.0;400.0;31.3
2023-06-18 18:18:36;389.0;80.0;401.0;31.4
2023-06-18 18:18:46;384.0;80.0;400.0;31.4
2023-06-18 18:18:56;383.0;81.0;400.0;31.4
2023-06-18 18:19:06;383.0;81.0;400.0;31.4
2023-06-18 18:19:16;384.0;81.0;400.0;31.4
2023-06-18 18:19:26;383.0;81.0;402.0;31.4
2023-06-18 18:19:36;383.0;78.0;400.0;31.4
2023-06-18 18:19:46;385.0;81.0;404.0;31.4
2023-06-18 18:19:56;383.0;78.0;400.0;31.5
2023-06-18 18:20:06;384.0;81.0;400.0;31.4
2023-06-18 18:20:16;384.0;81.0;400.0;31.4
2023-06-18 18:20:26;385.0;78.0;400.0;31.5
2023-06-18 18:20:36;383.0;81.0;400.0;31.4
2023-06-18 18:29:19;393.0;79.0;405.0;31.3
2023-06-18 18:29:29;389.0;79.0;402.0;31.4
2023-06-18 18:29:39;390.0;79.0;402.0;31.4
2023-06-18 18:29:49;388.0;79.0;401.0;31.4
2023-06-18 18:29:59;389.0;79.0;401.0;31.4
2023-06-18 18:30:09;389.0;79.0;401.0;31.4
2023-06-18 18:30:19;389.0;79.0;399.0;31.1
2023-06-18 18:30:29;388.0;79.0;400.0;31.4
2023-06-18 18:30:39;390.0;79.0;402.0;31.4
2023-06-18 18:30:49;390.0;79.0;403.0;31.4
2023-06-18 18:30:59;390.0;79.0;399.0;31.4
2023-06-18 18:31:09;388.0;79.0;401.0;31.4
2023-06-18 18:31:19;388.0;79.0;401.0;31.2
2023-06-18 18:31:29;388.0;79.0;400.0;31.4
2023-06-18 18:31:39;387.0;79.0;400.0;31.4
2023-06-18 18:31:49;386.0;79.0;400.0;31.3
2023-06-18 18:31:59;386.0;79.0;399.0;31.4
2023-06-18 18:32:09;385.0;79.0;400.0;31.4
2023-06-18 18:32:19;387.0;79.0;399.0;31.4
2023-06-18 18:32:29;386.0;79.0;399.0;31.4
2023-06-18 18:32:40;387.0;79.0;400.0;31.4
2023-06-18 18:32:50;386.0;79.0;399.0;31.4
2023-06-18 18:33:00;386.0;79.0;398.0;31.4
2023-06-18 18:33:10;387.0;79.0;398.0;31.4
2023-06-18 18:33:20;387.0;79.0;399.0;31.4
2023-06-18 18:33:30;384.0;79.0;399.0;31.4
2023-06-18 18:33:40;386.0;79.0;399.0;31.4
2023-06-18 18:33:50;387.0;79.0;398.0;31.4
2023-06-18 18:40:22;399.0;79.0;413.0;31.2
2023-06-18 18:40:32;389.0;81.0;403.0;31.3
2023-06-18 18:40:42;390.0;79.0;402.0;31.3
2023-06-18 18:40:52;389.0;79.0;403.0;31.3
2023-06-18 18:41:02;389.0;79.0;404.0;31.3
2023-06-18 18:41:12;395.0;79.0;407.0;31.2
2023-06-18 18:41:22;389.0;79.0;402.0;31.2
2023-06-18 18:41:28;392.0;79.0;405.0;31.3
2023-06-18 18:41:38;388.0;79.0;401.0;31.2
2023-06-18 18:41:48;388.0;79.0;401.0;31.3
2023-06-18 18:41:58;386.0;79.0;402.0;31.3
2023-06-18 18:42:08;388.0;79.0;401.0;31.3
2023-06-18 18:42:18;388.0;79.0;402.0;31.4
2023-06-18 18:42:28;386.0;79.0;401.0;31.3
2023-06-18 18:42:38;386.0;79.0;401.0;31.3
2023-06-18 18:46:59;388.0;80.0;404.0;31.2
2023-06-18 18:47:09;387.0;79.0;400.0;31.3
2023-06-18 18:47:19;385.0;79.0;400.0;31.3
2023-06-18 18:47:29;387.0;79.0;401.0;31.3
2023-06-18 18:47:39;387.0;79.0;401.0;31.3